repository,pr_number,author,primary_reviewer,first_review_latency_hours,discussion_volume,loc_changed,prior_prs,acceptance_rate,formal_reviews,experience_category
supabase/supabase,41989,charislam,awaseem,0.21,4,11,366,0.92,846,Core Reviewer
supabase/supabase,41987,charislam,kemaldotearth,0.09,4,7,366,0.92,846,Core Reviewer
supabase/supabase,41986,alaister,joshenlim,0.02,3,43,162,0.96,723,Core Reviewer
supabase/supabase,41984,pamelachia,coderabbitai,0.07,4,44,46,1.0,123,Core Reviewer
supabase/supabase,41983,ParthKadam11,copilot-pull-request-reviewer,0.0,3,0,1,1.0,0,Novice
supabase/supabase,41979,Ellba,coderabbitai,0.06,4,6,14,0.93,3,Reliable Author
supabase/supabase,41977,ChrisChinchilla,coderabbitai,0.07,6,8,68,0.93,311,Core Reviewer
supabase/supabase,41976,supabase-supabase-autofixer,ChrisChinchilla,0.93,3,2,0,0.0,0,Novice
supabase/supabase,41972,aantti,awaseem,21.94,3,3,39,0.97,16,Core Reviewer
supabase/supabase,41971,aantti,coderabbitai,0.09,4,175,39,0.97,16,Core Reviewer
supabase/supabase,41970,aantti,awaseem,21.96,3,2,39,0.97,16,Core Reviewer
supabase/supabase,41967,jordienr,awaseem,4.34,3,19,277,0.83,266,Core Reviewer
supabase/supabase,41966,staaldraad,fsansalvadore,131.83,3,30,24,0.96,121,Core Reviewer
supabase/supabase,41964,jordienr,coderabbitai,0.09,4,11,277,0.83,266,Core Reviewer
supabase/supabase,41948,mathealves,7ttp,16.26,3,2,1,1.0,0,Novice
supabase/supabase,41940,kanishkdudeja,coderabbitai,0.13,5,25,11,0.91,16,Core Reviewer
supabase/supabase,41939,ChrisChinchilla,gregnr,0.18,3,1,68,0.93,311,Core Reviewer
supabase/supabase,41936,awaseem,charislam,37.86,3,67,140,0.91,257,Core Reviewer
supabase/supabase,41935,charislam,coderabbitai,0.09,4,21,366,0.92,846,Core Reviewer
supabase/supabase,41928,kemaldotearth,alaister,42.27,3,12,98,0.91,96,Core Reviewer
supabase/supabase,41927,jordienr,awaseem,58.77,3,11,277,0.83,266,Core Reviewer
supabase/supabase,41925,jordienr,alaister,192.84,3,467,277,0.83,266,Core Reviewer
supabase/supabase,41924,jordienr,coderabbitai,0.06,4,314,277,0.83,266,Core Reviewer
supabase/supabase,41923,jordienr,coderabbitai,0.07,4,113,277,0.83,266,Core Reviewer
supabase/supabase,41921,joshenlim,coderabbitai,0.11,17,499,682,0.96,696,Core Reviewer
supabase/supabase,41920,awaseem,joshenlim,1.07,3,4,140,0.91,257,Core Reviewer
supabase/supabase,41918,dnywh,awaseem,0.16,3,5,145,0.89,64,Core Reviewer
supabase/supabase,41916,ge8,ChrisChinchilla,62.83,3,2,2,1.0,0,Reliable Author
supabase/supabase,41915,awaseem,coderabbitai,47.39,8,186,140,0.91,257,Core Reviewer
supabase/supabase,41914,fsansalvadore,joshenlim,2.06,3,2,163,0.87,139,Core Reviewer
supabase/supabase,41913,CoolAssPuppy,pamelachia,0.1,3,56,45,0.96,110,Core Reviewer
supabase/supabase,41912,joshenlim,awaseem,0.27,3,10,682,0.96,696,Core Reviewer
supabase/supabase,41908,saltcod,CoolAssPuppy,0.01,3,130,169,0.84,298,Core Reviewer
supabase/supabase,41903,saltcod,CoolAssPuppy,4.42,4,825,169,0.84,298,Core Reviewer
supabase/supabase,41900,NARUDESIGNS,coderabbitai,0.05,7,59,3,1.0,1,Reliable Author
supabase/supabase,41898,kemaldotearth,NARUDESIGNS,1.43,8,6,98,0.91,96,Core Reviewer
supabase/supabase,41894,kemaldotearth,coderabbitai,0.05,5,14,98,0.91,96,Core Reviewer
supabase/supabase,41893,grdsdev,coderabbitai,0.11,5,191,26,0.88,13,Core Reviewer
supabase/supabase,41892,MuzzaiyyanHussain,coderabbitai,0.08,8,26,14,0.07,0,Noisy Author
supabase/supabase,41891,kanishkdudeja,coderabbitai,2.82,4,30,11,0.91,16,Core Reviewer
supabase/supabase,41890,joshenlim,alaister,0.25,3,191,682,0.96,696,Core Reviewer
supabase/supabase,41889,Reikon95,coderabbitai,0.07,3,9,2,1.0,0,Reliable Author
supabase/supabase,41888,joshenlim,pcnc,0.13,4,16,682,0.96,696,Core Reviewer
supabase/supabase,41887,joshenlim,coderabbitai,0.07,5,101,682,0.96,696,Core Reviewer
supabase/supabase,41885,mansueli,ChrisChinchilla,165.55,5,4,25,0.88,48,Core Reviewer
supabase/supabase,41880,kemaldotearth,soedirgo,5.29,4,1,98,0.91,96,Core Reviewer
supabase/supabase,41873,kemaldotearth,coderabbitai,0.05,6,76,98,0.91,96,Core Reviewer
supabase/supabase,41871,dnywh,joshenlim,1.13,3,3,145,0.89,64,Core Reviewer
supabase/supabase,41870,joshenlim,charislam,1.24,3,26,682,0.96,696,Core Reviewer
supabase/supabase,41868,joshenlim,awaseem,0.03,5,18,682,0.96,696,Core Reviewer
supabase/supabase,41867,charislam,awaseem,0.11,3,26,366,0.92,846,Core Reviewer
supabase/supabase,41866,joshenlim,alaister,1.48,3,1,682,0.96,696,Core Reviewer
supabase/supabase,41856,kemaldotearth,coderabbitai,2.38,6,23,98,0.91,96,Core Reviewer
supabase/supabase,41853,franciscoruiz,ChrisChinchilla,44.57,2,2,1,1.0,0,Novice
supabase/supabase,41852,TheOtherBrian1,coderabbitai,0.07,8,60,24,0.92,2,Reliable Author
supabase/supabase,41850,kemaldotearth,coderabbitai,0.06,8,164,98,0.91,96,Core Reviewer
supabase/supabase,41848,charislam,awaseem,0.67,4,2,366,0.92,846,Core Reviewer
supabase/supabase,41847,ChrisChinchilla,charislam,0.11,3,1,68,0.93,311,Core Reviewer
supabase/supabase,41846,joshenlim,awaseem,0.26,3,4,682,0.96,696,Core Reviewer
supabase/supabase,41845,charislam,awaseem,0.06,4,53,366,0.92,846,Core Reviewer
supabase/supabase,41844,alaister,awaseem,0.04,4,2,162,0.96,723,Core Reviewer
supabase/supabase,41835,peekknuf,coderabbitai,0.05,6,4,7,0.86,0,Reliable Author
supabase/supabase,41828,awaseem,coderabbitai,4.16,14,515,140,0.91,257,Core Reviewer
supabase/supabase,41827,seanoliver,staaldraad,81.67,5,7,38,0.76,19,Core Reviewer
supabase/supabase,41825,awaseem,coderabbitai,0.08,4,67,140,0.91,257,Core Reviewer
supabase/supabase,41824,saltcod,coderabbitai,0.06,7,53,169,0.84,298,Core Reviewer
supabase/supabase,41819,joshenlim,coderabbitai,0.06,4,219,682,0.96,696,Core Reviewer
supabase/supabase,41818,joshenlim,coderabbitai,0.11,7,346,682,0.96,696,Core Reviewer
supabase/supabase,41817,sweatybridge,coderabbitai,0.06,5,15,74,0.95,102,Core Reviewer
supabase/supabase,41816,kevcodez,kanishkdudeja,9.12,6,159,148,0.97,137,Core Reviewer
supabase/supabase,41815,kevcodez,dshukertjr,2.17,4,28,148,0.97,137,Core Reviewer
supabase/supabase,41814,kevcodez,coderabbitai,0.06,7,103,148,0.97,137,Core Reviewer
supabase/supabase,41813,kevcodez,coderabbitai,0.07,6,105,148,0.97,137,Core Reviewer
supabase/supabase,41812,joshenlim,coderabbitai,0.06,5,15,682,0.96,696,Core Reviewer
supabase/supabase,41811,joshenlim,ivasilov,1.5,3,14,682,0.96,696,Core Reviewer
supabase/supabase,41809,joshenlim,coderabbitai,0.07,4,4,682,0.96,696,Core Reviewer
supabase/supabase,41808,joshenlim,coderabbitai,0.1,8,482,682,0.96,696,Core Reviewer
supabase/supabase,41802,TheOtherBrian1,coderabbitai,0.06,7,14,24,0.92,2,Reliable Author
supabase/supabase,41801,laktek,coderabbitai,28.8,15,342,28,0.93,30,Core Reviewer
supabase/supabase,41800,tvogel,aantti,262.93,2,2,3,1.0,0,Reliable Author
supabase/supabase,41799,charislam,coderabbitai,0.1,4,9,366,0.92,846,Core Reviewer
supabase/supabase,41798,mentels,coderabbitai,0.05,4,1,1,1.0,0,Novice
supabase/supabase,41797,ivasilov,staaldraad,0.18,3,1,249,0.9,541,Core Reviewer
supabase/supabase,41795,ivasilov,awaseem,0.24,3,9,249,0.9,541,Core Reviewer
supabase/supabase,41794,sweatybridge,CoolAssPuppy,0.86,3,8,74,0.95,102,Core Reviewer
supabase/supabase,41793,supabase-supabase-autofixer,ChrisChinchilla,67.7,3,30379,0,0.0,0,Novice
supabase/supabase,41791,ivasilov,staaldraad,0.1,2,2,249,0.9,541,Core Reviewer
supabase/supabase,41790,ChrisChinchilla,charislam,85.75,2,84,68,0.93,311,Core Reviewer
supabase/supabase,41789,ivasilov,coderabbitai,0.08,4,13,249,0.9,541,Core Reviewer
supabase/supabase,41788,fadymak,coderabbitai,3.96,6,189,17,0.94,8,Core Reviewer
supabase/supabase,41786,pamelachia,coderabbitai,0.06,5,74,46,1.0,123,Core Reviewer
supabase/supabase,41785,joshenlim,coderabbitai,0.08,5,3,682,0.96,696,Core Reviewer
supabase/supabase,41784,joshenlim,coderabbitai,0.11,5,582,682,0.96,696,Core Reviewer
supabase/supabase,41781,thewheat,7ttp,1.22,3,1,24,1.0,0,Reliable Author
supabase/supabase,41776,SaxonF,coderabbitai,0.06,4,46,207,0.87,52,Core Reviewer
supabase/supabase,41772,charislam,coderabbitai,0.06,5,7,366,0.92,846,Core Reviewer
supabase/supabase,41769,alaister,Hardanish-Singh,1.35,4,9,162,0.96,723,Core Reviewer
supabase/supabase,41768,kiwicopple,coderabbitai,0.07,7,267,81,0.94,43,Core Reviewer
supabase/supabase,41767,mandarini,staaldraad,0.1,5,41,35,0.77,11,Core Reviewer
supabase/supabase,41765,joshenlim,coderabbitai,4.52,5,98,682,0.96,696,Core Reviewer
supabase/supabase,41764,mandarini,coderabbitai,0.1,5,90373,35,0.77,11,Core Reviewer
supabase/supabase,41763,joshenlim,coderabbitai,0.08,7,687,682,0.96,696,Core Reviewer
supabase/supabase,41760,CoolAssPuppy,coderabbitai,0.06,4,119,45,0.96,110,Core Reviewer
supabase/supabase,41758,iambriccardo,coderabbitai,0.08,7,203,31,0.94,3,Reliable Author
supabase/supabase,41724,seanoliver,awaseem,1.37,3,38,38,0.76,19,Core Reviewer
supabase/supabase,41723,fadymak,coderabbitai,0.06,4,5,17,0.94,8,Core Reviewer
supabase/supabase,41721,kemaldotearth,coderabbitai,0.06,7,13,98,0.91,96,Core Reviewer
supabase/supabase,41720,mattrossman,coderabbitai,0.06,5,6,27,0.96,8,Core Reviewer
supabase/supabase,41719,awaseem,coderabbitai,0.06,4,268,140,0.91,257,Core Reviewer
supabase/supabase,41718,kevcodez,alaister,17.53,3,2,148,0.97,137,Core Reviewer
supabase/supabase,41717,ivasilov,alaister,0.35,9,202,249,0.9,541,Core Reviewer
supabase/supabase,41715,ChrisChinchilla,coderabbitai,0.05,3,1,68,0.93,311,Core Reviewer
supabase/supabase,41713,kemaldotearth,awaseem,1.42,3,81,98,0.91,96,Core Reviewer
supabase/supabase,41707,joshenlim,alaister,0.01,3,4,682,0.96,696,Core Reviewer
supabase/supabase,41706,seanoliver,pamelachia,0.04,5,38,38,0.76,19,Core Reviewer
supabase/supabase,41703,Confucii,coderabbitai,0.04,10,14,1,1.0,0,Novice
supabase/supabase,41702,peekknuf,coderabbitai,0.05,4,3,7,0.86,0,Reliable Author
supabase/supabase,41697,neinja007,ChrisChinchilla,112.39,3,1,1,1.0,0,Novice
supabase/supabase,41689,ssudaraka,coderabbitai,0.07,11,51,7,0.86,0,Reliable Author
supabase/supabase,41685,ivasilov,coderabbitai,0.06,7,157,249,0.9,541,Core Reviewer
supabase/supabase,41681,honuuk,coderabbitai,0.05,15,71,1,1.0,0,Novice
supabase/supabase,41667,SamRome1,coderabbitai,0.06,4,12,2,1.0,0,Reliable Author
supabase/supabase,41663,awaseem,coderabbitai,0.08,6,259,140,0.91,257,Core Reviewer
supabase/supabase,41657,SaxonF,coderabbitai,42.06,9,1259,207,0.87,52,Core Reviewer
supabase/supabase,41655,mattrossman,coderabbitai,246.06,6,192,27,0.96,8,Core Reviewer
supabase/supabase,41652,Adityakk9031,coderabbitai,0.04,7,6,3,0.33,0,Noisy Author
supabase/supabase,41649,awaseem,marsou001,5.54,4,2,140,0.91,257,Core Reviewer
supabase/supabase,41645,ssudaraka,ChrisChinchilla,97.23,3,1,7,0.86,0,Reliable Author
supabase/supabase,41642,joshenlim,coderabbitai,0.06,4,17,682,0.96,696,Core Reviewer
supabase/supabase,41640,avallete,coderabbitai,0.08,5,55,56,0.89,32,Core Reviewer
supabase/supabase,41634,jordienr,coderabbitai,0.07,7,302,277,0.83,266,Core Reviewer
supabase/supabase,41629,dnywh,coderabbitai,0.07,5,27,145,0.89,64,Core Reviewer
supabase/supabase,41628,dnywh,coderabbitai,0.06,6,158,145,0.89,64,Core Reviewer
supabase/supabase,41616,PLyn,ChrisChinchilla,230.26,6,12,16,0.88,3,Reliable Author
supabase/supabase,41611,ignaciodob,coderabbitai,0.06,5,27,34,0.97,9,Core Reviewer
supabase/supabase,41610,ivasilov,avallete,18.12,6,2787,249,0.9,541,Core Reviewer
supabase/supabase,41608,ivasilov,coderabbitai,0.07,5,128,249,0.9,541,Core Reviewer
supabase/supabase,41603,dnywh,coderabbitai,0.35,4,291,145,0.89,64,Core Reviewer
supabase/supabase,41595,ivasilov,coderabbitai,0.08,4,53,249,0.9,541,Core Reviewer
supabase/supabase,41593,ivasilov,coderabbitai,0.07,4,36,249,0.9,541,Core Reviewer
supabase/supabase,41587,ignaciodob,coderabbitai,0.06,4,29,34,0.97,9,Core Reviewer
supabase/supabase,41581,fadymak,coderabbitai,0.09,5,55,17,0.94,8,Core Reviewer
supabase/supabase,41566,saltcod,snyk-io,0.01,14,6744,169,0.84,298,Core Reviewer
supabase/supabase,41560,owenpalfreymandev,ChrisChinchilla,308.28,2,2,1,1.0,0,Novice
supabase/supabase,41557,ivasilov,coderabbitai,0.2,6,7,249,0.9,541,Core Reviewer
supabase/supabase,41554,fsansalvadore,coderabbitai,6.57,15,1183,163,0.87,139,Core Reviewer
supabase/supabase,41553,Baroshem,diffray-bot,11.15,7,2137,5,0.8,0,Reliable Author
supabase/supabase,41552,iambriccardo,coderabbitai,3.46,10,1649,31,0.94,3,Reliable Author
supabase/supabase,41547,SaxonF,coderabbitai,0.07,9,115,207,0.87,52,Core Reviewer
supabase/supabase,41545,SaxonF,coderabbitai,1.93,17,3358,207,0.87,52,Core Reviewer
supabase/supabase,41539,filipecabaco,coderabbitai,0.06,15,374,33,0.91,25,Core Reviewer
supabase/supabase,41534,aaronByrne1,avallete,0.05,5,2,7,0.71,2,Noisy Author
supabase/supabase,41527,dnywh,coderabbitai,0.06,20,334,145,0.89,64,Core Reviewer
supabase/supabase,41517,joshenlim,coderabbitai,0.59,6,36,682,0.96,696,Core Reviewer
supabase/supabase,41512,7ttp,kallebysantos,13.77,4,20,26,0.46,12,Core Reviewer
supabase/supabase,41498,awaseem,coderabbitai,0.12,6,295,140,0.91,257,Core Reviewer
supabase/supabase,41496,kemaldotearth,coderabbitai,259.0,9,243,98,0.91,96,Core Reviewer
supabase/supabase,41478,seanoliver,awaseem,309.28,3,11,38,0.76,19,Core Reviewer
supabase/supabase,41474,stylessh,CoolAssPuppy,155.78,3,73,37,0.86,28,Core Reviewer
supabase/supabase,41469,siddgawad,ChrisChinchilla,417.0,2,14,1,1.0,0,Novice
supabase/supabase,41464,kemaldotearth,coderabbitai,578.25,6,412,98,0.91,96,Core Reviewer
supabase/supabase,41463,kanishkdudeja,coderabbitai,197.53,7,8,11,0.91,16,Core Reviewer
supabase/supabase,41451,dnywh,fsansalvadore,553.5,5,1936,145,0.89,64,Core Reviewer
supabase/supabase,41444,kallebysantos,coderabbitai,0.09,26,368,19,0.74,7,Core Reviewer
supabase/supabase,41431,kemaldotearth,smeubank,0.03,8,57,98,0.91,96,Core Reviewer
supabase/supabase,41423,seanoliver,coderabbitai,0.06,4,38,38,0.76,19,Core Reviewer
supabase/supabase,41414,o-santi,coderabbitai,0.11,12,161,2,1.0,1,Reliable Author
supabase/supabase,41413,2003nayan,ChrisChinchilla,463.96,2,2,1,1.0,0,Novice
supabase/supabase,41409,ignaciodob,coderabbitai,798.91,8,39,34,0.97,9,Core Reviewer
supabase/supabase,41387,hf,coderabbitai,0.07,4,50,71,0.9,31,Core Reviewer
supabase/supabase,41315,valtterisa,ChrisChinchilla,514.98,3,2,1,1.0,0,Novice
supabase/supabase,41305,kanishkdudeja,coderabbitai,0.06,5,57,11,0.91,16,Core Reviewer
supabase/supabase,41291,kanishkdudeja,coderabbitai,0.07,10,67,11,0.91,16,Core Reviewer
supabase/supabase,41281,stylessh,coderabbitai,0.06,5,254,37,0.86,28,Core Reviewer
supabase/supabase,41280,stylessh,coderabbitai,0.07,7,91,37,0.86,28,Core Reviewer
supabase/supabase,41262,ivasilov,coderabbitai,0.06,4,145,249,0.9,541,Core Reviewer
supabase/supabase,41242,jordienr,coderabbitai,19.26,19,800,277,0.83,266,Core Reviewer
supabase/supabase,41218,SaxonF,copilot-pull-request-reviewer,4.29,10,1109,207,0.87,52,Core Reviewer
supabase/supabase,41212,meech-ward,ChrisChinchilla,937.4,2,2,2,1.0,0,Reliable Author
supabase/supabase,41210,seanoliver,coderabbitai,29.87,7,90,38,0.76,19,Core Reviewer
supabase/supabase,41191,dinesh-git17,7ttp,499.62,2,2,3,0.67,0,Noisy Author
supabase/supabase,41031,jordienr,awaseem,44.57,5,197,277,0.83,266,Core Reviewer
supabase/supabase,40966,saltcod,coderabbitai,593.02,4,3134,169,0.84,298,Core Reviewer
supabase/supabase,40908,Rpaudel379,stylessh,842.7,5,14,1,1.0,0,Novice
supabase/supabase,40904,sultson,coderabbitai,1222.65,7,194,1,1.0,0,Novice
supabase/supabase,40891,brewmanandi,ChrisChinchilla,788.16,3,2,1,1.0,0,Novice
supabase/supabase,40822,singh-inder,kallebysantos,1447.36,4,9,10,0.7,0,Noisy Author
supabase/supabase,40690,kallebysantos,saltcod,0.6,19,347,19,0.74,7,Core Reviewer
supabase/supabase,40627,xyn22,edgurgel,2.87,12,2,1,1.0,0,Novice
supabase/supabase,40579,kallebysantos,awaseem,1081.77,2,107,19,0.74,7,Core Reviewer
supabase/supabase,40481,singh-inder,charislam,1221.56,4,2,10,0.7,0,Noisy Author
supabase/supabase,40435,katayama8000,ChrisChinchilla,1138.64,6,10,1,1.0,0,Novice
supabase/supabase,40407,evan-mavis,ChrisChinchilla,1034.68,2,10,1,1.0,0,Novice
supabase/supabase,40369,jayanratna,ChrisChinchilla,1037.43,2,9,1,1.0,0,Novice
supabase/supabase,40362,smeubank,gregnr,1300.27,5,6,4,0.75,3,Reliable Author
supabase/supabase,40344,smeubank,ChrisChinchilla,1166.31,5,17,4,0.75,3,Reliable Author
supabase/supabase,40272,mahj79,ChrisChinchilla,1063.82,6,6,1,1.0,0,Novice
supabase/supabase,40087,GaryAustin1,ChrisChinchilla,1193.71,3,4,3,1.0,0,Reliable Author
supabase/supabase,39971,aantti,ChrisChinchilla,670.16,6,10,39,0.97,16,Core Reviewer
supabase/supabase,39915,cybardev,ChrisChinchilla,1462.92,2,2,1,1.0,0,Novice
supabase/supabase,39911,EliaTolin,ChrisChinchilla,1466.27,2,2,1,1.0,0,Novice
supabase/supabase,39799,cemalkilic,ChrisChinchilla,1762.16,4,12,23,1.0,22,Core Reviewer
supabase/supabase,39423,Bhavesh-Muleva,ChrisChinchilla,1583.8,2,0,1,1.0,0,Novice
supabase/supabase,39264,arnavp103,7ttp,1639.08,3,2,1,1.0,0,Novice
supabase/supabase,39212,tonjo,ChrisChinchilla,1721.34,2,2,1,1.0,0,Novice
supabase/supabase,39048,Devanshusharma2005,ChrisChinchilla,657.33,5,2,3,0.67,0,Noisy Author
supabase/supabase,38170,kemaldotearth,coderabbitai,1926.99,15,3224,98,0.91,96,Core Reviewer
supabase/supabase,38168,clarencepenz,7ttp,2383.58,3,2,23,0.78,0,Reliable Author
supabase/supabase,37185,singh-inder,navtuan12,2577.56,7,54,10,0.7,0,Noisy Author
angular/angular,67352,angular-robot,thePunderWoman,6.82,3,134,1148,0.32,0,Noisy Author
angular/angular,67351,angular-robot,thePunderWoman,6.83,3,134,1148,0.32,0,Noisy Author
angular/angular,67348,angular-robot,thePunderWoman,10.7,3,16,1148,0.32,0,Noisy Author
angular/angular,67347,angular-robot,thePunderWoman,10.72,3,16,1148,0.32,0,Noisy Author
angular/angular,67345,JeanMeche,SkyZeroZx,0.06,7,4,582,0.22,1282,Core Reviewer
angular/angular,67342,angular-robot,thePunderWoman,0.03,3,177,1148,0.32,0,Noisy Author
angular/angular,67341,angular-robot,thePunderWoman,0.06,3,177,1148,0.32,0,Noisy Author
angular/angular,67338,josephperrott,thePunderWoman,0.01,3,2,243,0.2,344,Core Reviewer
angular/angular,67337,angular-robot,JeanMeche,0.55,3,149,1148,0.32,0,Noisy Author
angular/angular,67336,angular-robot,JeanMeche,0.56,3,149,1148,0.32,0,Noisy Author
angular/angular,67335,josephperrott,thePunderWoman,0.23,3,146,243,0.2,344,Core Reviewer
angular/angular,67332,angular-robot,thePunderWoman,0.12,3,162,1148,0.32,0,Noisy Author
angular/angular,67331,angular-robot,thePunderWoman,0.14,3,162,1148,0.32,0,Noisy Author
angular/angular,67330,josephperrott,thePunderWoman,0.09,4,6,243,0.2,344,Core Reviewer
angular/angular,67327,angular-robot,thePunderWoman,1.25,3,158,1148,0.32,0,Noisy Author
angular/angular,67326,angular-robot,thePunderWoman,1.28,3,158,1148,0.32,0,Noisy Author
angular/angular,67323,JeanMeche,bencodezen,4.49,3,28,582,0.22,1282,Core Reviewer
angular/angular,67321,angular-robot,JeanMeche,2.07,3,6,1148,0.32,0,Noisy Author
angular/angular,67320,angular-robot,JeanMeche,2.08,3,5,1148,0.32,0,Noisy Author
angular/angular,67318,angular-robot,JeanMeche,3.03,3,6,1148,0.32,0,Noisy Author
angular/angular,67316,angular-robot,JeanMeche,3.07,4,354,1148,0.32,0,Noisy Author
angular/angular,67315,angular-robot,JeanMeche,3.12,3,5,1148,0.32,0,Noisy Author
angular/angular,67314,JeanMeche,bencodezen,3.44,4,23,582,0.22,1282,Core Reviewer
angular/angular,67312,dgp1130,clydin,1.64,3,4,58,0.22,102,Core Reviewer
angular/angular,67310,josephperrott,JeanMeche,0.01,3,6,243,0.2,344,Core Reviewer
angular/angular,67309,josephperrott,JeanMeche,0.03,3,8,243,0.2,344,Core Reviewer
angular/angular,67308,angular-robot,thePunderWoman,0.96,3,2234,1148,0.32,0,Noisy Author
angular/angular,67307,thePunderWoman,SkyZeroZx,0.33,8,209,203,0.4,994,Core Reviewer
angular/angular,67305,thePunderWoman,AndrewKushnir,1.25,7,95,203,0.4,994,Core Reviewer
angular/angular,67299,angular-robot,thePunderWoman,0.51,3,78,1148,0.32,0,Noisy Author
angular/angular,67263,JeanMeche,AndrewKushnir,2.12,4,6,582,0.22,1282,Core Reviewer
angular/angular,67262,thePunderWoman,AndrewKushnir,3.24,5,206,203,0.4,994,Core Reviewer
angular/angular,67248,JeanMeche,thePunderWoman,0.11,3,54,582,0.22,1282,Core Reviewer
